City,Day,Year,AvgTemp,Day_of_Year
Stockholm,21,2000,16.2,234
Stockholm,22,2000,15.2,235
Stockholm,23,2000,14.2,236
Stockholm,24,2000,12.6,237
Stockholm,25,2000,13.9,238
Stockholm,26,2000,16.3,239
Stockholm,27,2000,16.7,240
Stockholm,28,2000,16.9,241
Stockholm,29,2000,17.1,242
Stockholm,30,2000,16.1,243
Stockholm,31,2000,13.6,244
Stockholm,1,2000,13.5,245
Stockholm,2,2000,14.9,246
Stockholm,3,2000,11.5,247
Stockholm,4,2000,11.3,248
Stockholm,5,2000,10.8,249
Stockholm,6,2000,11.5,250
Stockholm,7,2000,14.2,251
Stockholm,8,2000,15.1,252
Stockholm,9,2000,15.7,253
Stockholm,10,2000,14.6,254
Stockholm,11,2000,12.2,255
Stockholm,12,2000,11.5,256
Stockholm,13,2000,10.4,257
Stockholm,14,2000,9.9,258
Stockholm,15,2000,9.3,259
Stockholm,16,2000,10.3,260
Stockholm,17,2000,11.1,261
Stockholm,18,2000,10.8,262
Stockholm,19,2000,9.6,263
Stockholm,20,2000,9.7,264
Stockholm,21,2000,9.4,265
Stockholm,22,2000,9.7,266
Stockholm,23,2000,9.6,267
Stockholm,24,2000,10.0,268
Stockholm,25,2000,9.8,269
Stockholm,26,2000,9.3,270
Stockholm,27,2000,10.7,271
Stockholm,28,2000,13.8,272
Stockholm,29,2000,15.4,273
Stockholm,30,2000,14.2,274
Stockholm,1,2000,13.2,275
Stockholm,2,2000,14.4,276
Stockholm,3,2000,14.2,277
Stockholm,4,2000,12.5,278
Stockholm,5,2000,12.9,279
Stockholm,6,2000,14.4,280
Stockholm,7,2000,13.2,281
Stockholm,8,2000,13.8,282
Stockholm,9,2000,13.4,283
Stockholm,10,2000,9.8,284
Stockholm,11,2000,10.1,285
Stockholm,12,2000,11.3,286
Stockholm,13,2000,10.8,287
Stockholm,14,2000,9.3,288
Stockholm,15,2000,8.2,289
Stockholm,16,2000,11.2,290
Stockholm,17,2000,12.3,291
Stockholm,18,2000,11.7,292
Stockholm,19,2000,11.3,293
Stockholm,20,2000,12.1,294
Stockholm,21,2000,11.4,295
Stockholm,22,2000,10.4,296
Stockholm,23,2000,8.6,297
Stockholm,24,2000,11.6,298
Stockholm,25,2000,10.3,299
Stockholm,26,2000,6.9,300
Stockholm,27,2000,2.8,301
Stockholm,28,2000,1.8,302
Stockholm,29,2000,8.5,303
Stockholm,30,2000,8.2,304
Stockholm,31,2000,9.4,305
Stockholm,1,2000,9.6,306
Stockholm,2,2000,7.8,307
Stockholm,3,2000,8.7,308
Stockholm,4,2000,8.9,309
Stockholm,5,2000,5.4,310
Stockholm,6,2000,5.8,311
Stockholm,7,2000,8.7,312
Stockholm,8,2000,8.9,313
Stockholm,9,2000,8.3,314
Stockholm,10,2000,8.0,315
Stockholm,11,2000,7.5,316
Stockholm,12,2000,7.4,317
Stockholm,13,2000,7.8,318
Stockholm,14,2000,6.1,319
Stockholm,15,2000,5.3,320
Stockholm,16,2000,1.7,321
Stockholm,17,2000,5.2,322
Stockholm,18,2000,6.6,323
Stockholm,19,2000,6.6,324
Stockholm,20,2000,7.6,325
Stockholm,21,2000,6.4,326
Stockholm,22,2000,7.2,327
Stockholm,23,2000,7.1,328
Stockholm,24,2000,7.4,329
Stockholm,25,2000,7.4,330
Stockholm,26,2000,6.2,331
Stockholm,27,2000,5.4,332
Stockholm,28,2000,5.1,333
Stockholm,29,2000,6.4,334
Stockholm,30,2000,8.3,335
Stockholm,1,2000,5.5,336
Stockholm,2,2000,8.1,337
Stockholm,3,2000,5.9,338
Stockholm,4,2000,7.1,339
Stockholm,5,2000,6.4,340
Stockholm,6,2000,8.0,341
Stockholm,7,2000,6.6,342
Stockholm,8,2000,7.1,343
Stockholm,9,2000,7.2,344
Stockholm,10,2000,6.3,345
Stockholm,11,2000,6.9,346
Stockholm,12,2000,5.3,347
Stockholm,13,2000,8.4,348
Stockholm,14,2000,4.8,349
Stockholm,15,2000,5.9,350
Stockholm,16,2000,4.2,351
Stockholm,17,2000,1.9,352
Stockholm,18,2000,-0.9,353
Stockholm,19,2000,-0.6,354
Stockholm,20,2000,-2.5,355
Stockholm,21,2000,-2.0,356
Stockholm,22,2000,0.9,357
Stockholm,23,2000,-2.2,358
Stockholm,24,2000,-1.6,359
Stockholm,25,2000,-6.7,360
Stockholm,26,2000,-5.5,361
Stockholm,27,2000,-0.9,362
Stockholm,28,2000,0.3,363
Stockholm,29,2000,0.3,364
Stockholm,30,2000,0.1,365
Stockholm,31,2000,-1.1,366
Stockholm,1,2001,-1.7,1
Stockholm,2,2001,1.3,2
Stockholm,3,2001,3.0,3
Stockholm,4,2001,2.3,4
Stockholm,5,2001,3.2,5
Stockholm,6,2001,3.8,6
Stockholm,7,2001,3.6,7
Stockholm,8,2001,4.2,8
Stockholm,9,2001,1.7,9
Stockholm,10,2001,-3.4,10
Stockholm,11,2001,-1.4,11
Stockholm,12,2001,-4.0,12
Stockholm,13,2001,-0.1,13
Stockholm,14,2001,-2.1,14
Stockholm,15,2001,-5.6,15
Stockholm,16,2001,-5.7,16
Stockholm,17,2001,-4.7,17
Stockholm,18,2001,-1.6,18
Stockholm,19,2001,-0.7,19
Stockholm,20,2001,-3.8,20
Stockholm,21,2001,-1.4,21
Stockholm,22,2001,-1.1,22
Stockholm,23,2001,-0.6,23
Stockholm,24,2001,1.6,24
Stockholm,25,2001,2.7,25
Stockholm,26,2001,2.7,26
Stockholm,27,2001,1.4,27
Stockholm,28,2001,-0.3,28
Stockholm,29,2001,-0.7,29
Stockholm,30,2001,-4.7,30
Stockholm,31,2001,-2.1,31
Stockholm,1,2001,-6.5,32
Stockholm,2,2001,-9.8,33
Stockholm,3,2001,-14.9,34
Stockholm,4,2001,-16.1,35
Stockholm,5,2001,-15.2,36
Stockholm,6,2001,-3.2,37
Stockholm,7,2001,4.1,38
Stockholm,8,2001,3.8,39
Stockholm,9,2001,-1.2,40
Stockholm,10,2001,-4.3,41
Stockholm,11,2001,-0.2,42
Stockholm,12,2001,4.9,43
Stockholm,13,2001,2.7,44
Stockholm,14,2001,3.3,45
Stockholm,15,2001,3.6,46
Stockholm,16,2001,0.4,47
Stockholm,17,2001,1.5,48
Stockholm,18,2001,1.4,49
Stockholm,19,2001,2.3,50
Stockholm,20,2001,1.7,51
Stockholm,21,2001,2.3,52
Stockholm,22,2001,-5.5,53
Stockholm,23,2001,-10.2,54
Stockholm,24,2001,-9.9,55
Stockholm,25,2001,-8.5,56
Stockholm,26,2001,-10.4,57
Stockholm,27,2001,-11.6,58
Stockholm,28,2001,-7.8,59
Stockholm,1,2001,-6.3,60
Stockholm,2,2001,-5.1,61
Stockholm,3,2001,-9.8,62
Stockholm,4,2001,-2.2,63
Stockholm,5,2001,-2.3,64
Stockholm,6,2001,2.8,65
Stockholm,7,2001,0.2,66
Stockholm,8,2001,1.0,67
Stockholm,9,2001,1.9,68
Stockholm,10,2001,3.2,69
Stockholm,11,2001,5.1,70
Stockholm,12,2001,5.5,71
Stockholm,13,2001,4.0,72
Stockholm,14,2001,2.6,73
Stockholm,15,2001,1.9,74
Stockholm,16,2001,0.7,75
Stockholm,17,2001,-2.6,76
Stockholm,18,2001,-4.9,77
Stockholm,19,2001,-5.6,78
Stockholm,20,2001,-3.8,79
Stockholm,21,2001,-2.2,80
Stockholm,22,2001,-2.4,81
Stockholm,23,2001,-2.9,82
Stockholm,24,2001,-1.4,83
Stockholm,25,2001,-2.4,84
Stockholm,26,2001,-1.8,85
Stockholm,27,2001,0.1,86
Stockholm,28,2001,0.5,87
Stockholm,29,2001,2.5,88
Stockholm,30,2001,2.1,89
Stockholm,31,2001,3.5,90
Stockholm,1,2001,8.1,91
Stockholm,2,2001,7.2,92
Stockholm,3,2001,6.9,93
Stockholm,4,2001,6.2,94
Stockholm,5,2001,6.8,95
Stockholm,6,2001,6.7,96
Stockholm,7,2001,5.7,97
Stockholm,8,2001,6.3,98
Stockholm,9,2001,7.7,99
Stockholm,10,2001,6.3,100
Stockholm,11,2001,4.2,101
Stockholm,12,2001,2.2,102
Stockholm,13,2001,1.6,103
Stockholm,14,2001,1.9,104
Stockholm,15,2001,2.2,105
Stockholm,16,2001,5.1,106
Stockholm,17,2001,5.0,107
Stockholm,18,2001,3.9,108
Stockholm,19,2001,3.6,109
Stockholm,20,2001,2.4,110
Stockholm,21,2001,4.7,111
Stockholm,22,2001,5.8,112
Stockholm,23,2001,6.1,113
Stockholm,24,2001,7.1,114
Stockholm,25,2001,9.6,115
Stockholm,26,2001,9.2,116
Stockholm,27,2001,10.4,117
Stockholm,28,2001,10.7,118
Stockholm,29,2001,9.4,119
Stockholm,30,2001,11.2,120
Stockholm,1,2001,11.9,121
Stockholm,2,2001,12.0,122
Stockholm,3,2001,13.4,123
Stockholm,4,2001,7.4,124
Stockholm,5,2001,10.3,125
Stockholm,6,2001,7.5,126
Stockholm,7,2001,11.8,127
Stockholm,8,2001,15.3,128
Stockholm,9,2001,16.8,129
Stockholm,10,2001,13.2,130
Stockholm,11,2001,11.7,131
Stockholm,12,2001,13.7,132
Stockholm,13,2001,14.7,133
Stockholm,14,2001,11.1,134
Stockholm,15,2001,9.7,135
Stockholm,16,2001,9.8,136
Stockholm,17,2001,10.0,137
Stockholm,18,2001,11.5,138
Stockholm,19,2001,10.5,139
Stockholm,20,2001,11.4,140
Stockholm,21,2001,9.0,141
Stockholm,22,2001,11.5,142
Stockholm,23,2001,15.4,143
Stockholm,24,2001,12.1,144
Stockholm,25,2001,9.6,145
Stockholm,26,2001,14.0,146
Stockholm,27,2001,15.8,147
Stockholm,28,2001,9.4,148
Stockholm,29,2001,7.1,149
Stockholm,30,2001,8.5,150
Stockholm,31,2001,12.0,151
Stockholm,1,2001,13.8,152
Stockholm,2,2001,13.8,153
Stockholm,3,2001,11.2,154
Stockholm,4,2001,13.2,155
Stockholm,5,2001,15.3,156
Stockholm,6,2001,14.8,157
Stockholm,7,2001,14.8,158
Stockholm,8,2001,12.7,159
Stockholm,9,2001,12.7,160
Stockholm,10,2001,13.1,161
Stockholm,11,2001,13.2,162
Stockholm,12,2001,12.8,163
Stockholm,13,2001,14.8,164
Stockholm,14,2001,16.9,165
Stockholm,15,2001,17.1,166
Stockholm,16,2001,16.7,167
Stockholm,17,2001,12.9,168
Stockholm,18,2001,15.3,169
Stockholm,19,2001,14.0,170
Stockholm,20,2001,16.1,171
Stockholm,21,2001,14.7,172
Stockholm,22,2001,14.4,173
Stockholm,23,2001,18.9,174
Stockholm,24,2001,20.6,175
Stockholm,25,2001,19.6,176
Stockholm,26,2001,20.6,177
Stockholm,27,2001,22.9,178
Stockholm,28,2001,20.6,179
Stockholm,29,2001,19.2,180
Stockholm,30,2001,20.1,181
Stockholm,1,2001,18.6,182
Stockholm,2,2001,20.2,183
Stockholm,3,2001,22.9,184
Stockholm,4,2001,24.6,185
Stockholm,5,2001,25.0,186
Stockholm,6,2001,26.2,187
Stockholm,7,2001,25.3,188
Stockholm,8,2001,23.9,189
Stockholm,9,2001,24.3,190
Stockholm,10,2001,19.9,191
Stockholm,11,2001,19.1,192
Stockholm,12,2001,17.2,193
Stockholm,13,2001,15.3,194
Stockholm,14,2001,17.0,195
Stockholm,15,2001,18.3,196
Stockholm,16,2001,17.7,197
Stockholm,17,2001,14.6,198
Stockholm,18,2001,15.1,199
Stockholm,19,2001,16.6,200
Stockholm,20,2001,19.4,201
Stockholm,21,2001,18.5,202
Stockholm,22,2001,18.9,203
Stockholm,23,2001,20.2,204
Stockholm,24,2001,21.8,205
Stockholm,25,2001,22.9,206
Stockholm,26,2001,23.3,207
Stockholm,27,2001,21.4,208
Stockholm,28,2001,21.9,209
Stockholm,29,2001,23.6,210
Stockholm,30,2001,21.1,211
Stockholm,31,2001,18.9,212
Stockholm,1,2001,18.7,213
Stockholm,2,2001,16.9,214
Stockholm,3,2001,18.4,215
Stockholm,4,2001,18.1,216
Stockholm,5,2001,18.2,217
Stockholm,6,2001,15.2,218
Stockholm,7,2001,14.6,219
Stockholm,8,2001,17.6,220
Stockholm,9,2001,18.0,221
Stockholm,10,2001,17.2,222
Stockholm,11,2001,14.8,223
Stockholm,12,2001,14.6,224
Stockholm,13,2001,17.3,225
Stockholm,14,2001,17.8,226
Stockholm,15,2001,20.1,227
Stockholm,16,2001,21.1,228
Stockholm,17,2001,20.7,229
Stockholm,18,2001,19.2,230
Stockholm,19,2001,19.1,231
Stockholm,20,2001,17.7,232
Stockholm,21,2001,19.8,233
Stockholm,22,2001,18.5,234
Stockholm,23,2001,17.4,235
Stockholm,24,2001,18.4,236
Stockholm,25,2001,19.1,237
Stockholm,26,2001,20.1,238
Stockholm,27,2001,16.4,239
Stockholm,28,2001,14.9,240
Stockholm,29,2001,16.0,241
Stockholm,30,2001,15.6,242
Stockholm,31,2001,17.7,243
Stockholm,1,2001,17.2,244
Stockholm,2,2001,15.4,245
Stockholm,3,2001,14.4,246
Stockholm,4,2001,14.1,247
Stockholm,5,2001,14.2,248
Stockholm,6,2001,14.9,249
Stockholm,7,2001,14.3,250
Stockholm,8,2001,13.6,251
Stockholm,9,2001,14.4,252
Stockholm,10,2001,12.4,253
Stockholm,11,2001,12.6,254
Stockholm,12,2001,13.9,255
Stockholm,13,2001,13.0,256
Stockholm,14,2001,13.7,257
Stockholm,15,2001,14.1,258
Stockholm,16,2001,14.3,259
Stockholm,17,2001,16.1,260
Stockholm,18,2001,16.3,261
Stockholm,19,2001,16.2,262
Stockholm,20,2001,12.7,263
Stockholm,21,2001,13.8,264
Stockholm,22,2001,14.2,265
Stockholm,23,2001,12.6,266
Stockholm,24,2001,9.1,267
Stockholm,25,2001,6.7,268
Stockholm,26,2001,9.9,269
Stockholm,27,2001,9.1,270
Stockholm,28,2001,9.2,271
Stockholm,29,2001,5.1,272
Stockholm,30,2001,6.1,273
Stockholm,1,2001,11.3,274
Stockholm,2,2001,14.0,275
Stockholm,3,2001,13.9,276
Stockholm,4,2001,12.7,277
Stockholm,5,2001,11.7,278
Stockholm,6,2001,11.1,279
Stockholm,7,2001,11.7,280
Stockholm,8,2001,13.5,281
Stockholm,9,2001,12.7,282
Stockholm,10,2001,12.3,283
Stockholm,11,2001,9.2,284
Stockholm,12,2001,11.8,285
Stockholm,13,2001,13.9,286
Stockholm,14,2001,9.8,287
Stockholm,15,2001,9.4,288
Stockholm,16,2001,11.9,289
Stockholm,17,2001,12.3,290
Stockholm,18,2001,9.3,291
Stockholm,19,2001,8.0,292
Stockholm,20,2001,6.6,293
Stockholm,21,2001,9.0,294
Stockholm,22,2001,6.2,295
Stockholm,23,2001,3.2,296
Stockholm,24,2001,4.4,297
Stockholm,25,2001,5.5,298
Stockholm,26,2001,9.8,299
Stockholm,27,2001,11.1,300
Stockholm,28,2001,9.0,301
Stockholm,29,2001,6.7,302
Stockholm,30,2001,9.2,303
Stockholm,31,2001,8.9,304
Stockholm,1,2001,4.3,305
Stockholm,2,2001,3.8,306
Stockholm,3,2001,10.7,307
Stockholm,4,2001,8.1,308
Stockholm,5,2001,2.2,309
Stockholm,6,2001,1.9,310
Stockholm,7,2001,-0.2,311
Stockholm,8,2001,0.8,312
Stockholm,9,2001,-1.4,313
Stockholm,10,2001,2.8,314
Stockholm,11,2001,7.6,315
Stockholm,12,2001,1.8,316
Stockholm,13,2001,0.7,317
Stockholm,14,2001,-0.9,318
Stockholm,15,2001,6.2,319
Stockholm,16,2001,1.4,320
Stockholm,17,2001,4.6,321
Stockholm,18,2001,5.1,322
Stockholm,19,2001,2.4,323
Stockholm,20,2001,3.6,324
Stockholm,21,2001,5.3,325
Stockholm,22,2001,3.3,326
Stockholm,23,2001,0.7,327
Stockholm,24,2001,-1.0,328
Stockholm,25,2001,1.0,329
Stockholm,26,2001,2.9,330
Stockholm,27,2001,3.2,331
Stockholm,28,2001,2.7,332
Stockholm,29,2001,2.9,333
Stockholm,30,2001,2.8,334
Stockholm,1,2001,3.2,335
Stockholm,2,2001,4.1,336
Stockholm,3,2001,3.5,337
Stockholm,4,2001,2.2,338
Stockholm,5,2001,1.7,339
Stockholm,6,2001,3.9,340
Stockholm,7,2001,2.6,341
Stockholm,8,2001,2.4,342
Stockholm,9,2001,2.3,343
Stockholm,10,2001,2.9,344
Stockholm,11,2001,4.9,345
Stockholm,12,2001,3.2,346
Stockholm,13,2001,1.9,347
Stockholm,14,2001,1.3,348
Stockholm,15,2001,-2.4,349
Stockholm,16,2001,-1.4,350
Stockholm,17,2001,1.6,351
Stockholm,18,2001,2.2,352
Stockholm,19,2001,-0.6,353
Stockholm,20,2001,-7.5,354
Stockholm,21,2001,-2.2,355
Stockholm,22,2001,-11.8,356
Stockholm,23,2001,-17.6,357
Stockholm,24,2001,-10.2,358
Stockholm,25,2001,-0.6,359
Stockholm,26,2001,-7.4,360
Stockholm,27,2001,-13.5,361
Stockholm,28,2001,-4.8,362
Stockholm,29,2001,-4.3,363
Stockholm,30,2001,-8.8,364
Stockholm,31,2001,-15.3,365
Stockholm,1,2002,-8.0,1
Stockholm,2,2002,-10.8,2
Stockholm,3,2002,-6.5,3
Stockholm,4,2002,-2.7,4
Stockholm,5,2002,-5.0,5
Stockholm,6,2002,-3.7,6
Stockholm,7,2002,-1.8,7
Stockholm,8,2002,0.3,8
Stockholm,9,2002,-2.9,9
Stockholm,10,2002,2.6,10
Stockholm,11,2002,2.5,11
Stockholm,12,2002,2.2,12
Stockholm,13,2002,3.9,13
Stockholm,14,2002,3.2,14
Stockholm,15,2002,3.7,15
Stockholm,16,2002,1.4,16
Stockholm,17,2002,3.2,17
Stockholm,18,2002,2.8,18
Stockholm,19,2002,2.1,19
Stockholm,20,2002,0.7,20
Stockholm,21,2002,2.4,21
Stockholm,22,2002,1.6,22
Stockholm,23,2002,0.0,23
Stockholm,24,2002,0.4,24
Stockholm,25,2002,-4.4,25
Stockholm,26,2002,-5.3,26
Stockholm,27,2002,-2.7,27
Stockholm,28,2002,-0.1,28
Stockholm,29,2002,1.3,29
Stockholm,30,2002,-3.9,30
Stockholm,31,2002,0.6,31
Stockholm,1,2002,1.1,32
Stockholm,2,2002,6.8,33
Stockholm,3,2002,8.0,34
Stockholm,4,2002,4.2,35
Stockholm,5,2002,4.1,36
Stockholm,6,2002,5.2,37
Stockholm,7,2002,3.8,38
Stockholm,8,2002,3.6,39
Stockholm,9,2002,3.9,40
Stockholm,10,2002,4.2,41
Stockholm,11,2002,1.6,42
Stockholm,12,2002,1.0,43
Stockholm,13,2002,-0.3,44
Stockholm,14,2002,-0.8,45
Stockholm,15,2002,2.4,46
Stockholm,16,2002,5.1,47
Stockholm,17,2002,5.7,48
Stockholm,18,2002,4.2,49
Stockholm,19,2002,0.7,50
Stockholm,20,2002,-4.7,51
Stockholm,21,2002,-5.4,52
Stockholm,22,2002,-0.1,53
Stockholm,23,2002,0.8,54
Stockholm,24,2002,-3.1,55
Stockholm,25,2002,-2.7,56
Stockholm,26,2002,-0.8,57
Stockholm,27,2002,0.4,58
Stockholm,28,2002,-1.5,59
Stockholm,1,2002,-3.1,60
Stockholm,2,2002,-1.9,61
Stockholm,3,2002,-4.2,62
Stockholm,4,2002,1.3,63
Stockholm,5,2002,4.8,64
Stockholm,6,2002,3.7,65
Stockholm,7,2002,-0.5,66
Stockholm,8,2002,0.9,67
Stockholm,9,2002,5.3,68
Stockholm,10,2002,3.1,69
Stockholm,11,2002,5.0,70
Stockholm,12,2002,5.1,71
Stockholm,13,2002,0.9,72
Stockholm,14,2002,-1.2,73
Stockholm,15,2002,1.0,74
Stockholm,16,2002,1.5,75
Stockholm,17,2002,3.6,76
Stockholm,18,2002,3.2,77
Stockholm,19,2002,5.7,78
Stockholm,20,2002,3.4,79
Stockholm,21,2002,1.7,80
Stockholm,22,2002,1.7,81
Stockholm,23,2002,0.6,82
Stockholm,24,2002,1.4,83
Stockholm,25,2002,1.6,84
Stockholm,26,2002,2.8,85
Stockholm,27,2002,5.7,86
Stockholm,28,2002,6.8,87
Stockholm,29,2002,9.2,88
Stockholm,30,2002,6.7,89
Stockholm,31,2002,5.3,90
Stockholm,1,2002,6.4,91
Stockholm,2,2002,6.7,92
Stockholm,3,2002,7.1,93
Stockholm,4,2002,4.3,94
Stockholm,5,2002,2.8,95
Stockholm,6,2002,3.4,96
Stockholm,7,2002,3.5,97
Stockholm,8,2002,3.0,98
Stockholm,9,2002,4.3,99
Stockholm,10,2002,5.4,100
Stockholm,11,2002,6.9,101
Stockholm,12,2002,9.6,102
Stockholm,13,2002,10.4,103
Stockholm,14,2002,6.9,104
Stockholm,15,2002,5.4,105
Stockholm,16,2002,3.8,106
Stockholm,17,2002,2.5,107
Stockholm,18,2002,5.6,108
Stockholm,19,2002,7.6,109
Stockholm,20,2002,10.9,110
Stockholm,21,2002,12.8,111
Stockholm,22,2002,13.0,112
Stockholm,23,2002,11.4,113
Stockholm,24,2002,12.8,114
Stockholm,25,2002,15.1,115
Stockholm,26,2002,9.9,116
Stockholm,27,2002,9.3,117
Stockholm,28,2002,7.3,118
Stockholm,29,2002,7.1,119
Stockholm,30,2002,10.5,120
Stockholm,1,2002,9.1,121
Stockholm,2,2002,11.4,122
Stockholm,3,2002,11.3,123
Stockholm,4,2002,9.7,124
Stockholm,5,2002,10.8,125
Stockholm,6,2002,11.0,126
Stockholm,7,2002,11.9,127
Stockholm,8,2002,13.7,128
Stockholm,9,2002,11.6,129
Stockholm,10,2002,11.6,130
Stockholm,11,2002,13.7,131
Stockholm,12,2002,16.6,132
Stockholm,13,2002,15.3,133
Stockholm,14,2002,16.4,134
Stockholm,15,2002,14.6,135
Stockholm,16,2002,12.9,136
Stockholm,17,2002,11.0,137
Stockholm,18,2002,10.7,138
Stockholm,19,2002,9.9,139
Stockholm,20,2002,13.6,140
Stockholm,21,2002,15.1,141
Stockholm,22,2002,15.6,142
Stockholm,23,2002,17.5,143
Stockholm,24,2002,15.2,144
Stockholm,25,2002,10.0,145
Stockholm,26,2002,14.0,146
Stockholm,27,2002,13.2,147
Stockholm,28,2002,14.4,148
Stockholm,29,2002,15.2,149
Stockholm,30,2002,16.7,150
Stockholm,31,2002,15.3,151
Stockholm,1,2002,17.9,152
Stockholm,2,2002,19.8,153
Stockholm,3,2002,20.6,154
Stockholm,4,2002,20.9,155
Stockholm,5,2002,20.5,156
Stockholm,6,2002,20.1,157
Stockholm,7,2002,19.2,158
Stockholm,8,2002,21.0,159
Stockholm,9,2002,21.4,160
Stockholm,10,2002,20.1,161
Stockholm,11,2002,19.9,162
Stockholm,12,2002,17.3,163
Stockholm,13,2002,16.4,164
Stockholm,14,2002,14.2,165
Stockholm,15,2002,17.8,166
Stockholm,16,2002,15.8,167
Stockholm,17,2002,19.7,168
Stockholm,18,2002,14.3,169
Stockholm,19,2002,17.9,170
Stockholm,20,2002,15.9,171
Stockholm,21,2002,19.8,172
Stockholm,22,2002,15.8,173
Stockholm,23,2002,14.4,174
Stockholm,24,2002,16.3,175
Stockholm,25,2002,16.4,176
Stockholm,26,2002,16.4,177
Stockholm,27,2002,14.2,178
Stockholm,28,2002,14.2,179
Stockholm,29,2002,14.6,180
Stockholm,30,2002,16.2,181
Stockholm,1,2002,15.1,182
Stockholm,2,2002,15.7,183
Stockholm,3,2002,16.5,184
Stockholm,4,2002,15.3,185
Stockholm,5,2002,17.8,186
Stockholm,6,2002,16.3,187
Stockholm,7,2002,17.6,188
Stockholm,8,2002,18.2,189
Stockholm,9,2002,20.1,190
Stockholm,10,2002,23.1,191
Stockholm,11,2002,20.7,192
Stockholm,12,2002,19.4,193
Stockholm,13,2002,20.8,194
Stockholm,14,2002,22.1,195
Stockholm,15,2002,22.7,196
Stockholm,16,2002,23.6,197
Stockholm,17,2002,23.6,198
Stockholm,18,2002,22.1,199
Stockholm,19,2002,20.3,200
Stockholm,20,2002,21.3,201
Stockholm,21,2002,19.6,202
Stockholm,22,2002,19.7,203
Stockholm,23,2002,17.4,204
Stockholm,24,2002,17.4,205
Stockholm,25,2002,17.4,206
Stockholm,26,2002,18.7,207
Stockholm,27,2002,19.4,208
Stockholm,28,2002,22.1,209
Stockholm,29,2002,23.6,210
Stockholm,30,2002,22.6,211
Stockholm,31,2002,21.8,212
Stockholm,1,2002,23.1,213
Stockholm,2,2002,20.5,214
Stockholm,3,2002,20.8,215
Stockholm,4,2002,21.0,216
Stockholm,5,2002,19.1,217
Stockholm,6,2002,18.3,218
Stockholm,7,2002,19.3,219
Stockholm,8,2002,22.3,220
Stockholm,9,2002,21.2,221
Stockholm,10,2002,22.0,222
Stockholm,11,2002,24.0,223
Stockholm,12,2002,23.6,224
Stockholm,13,2002,23.2,225
Stockholm,14,2002,23.8,226
Stockholm,15,2002,24.0,227
Stockholm,16,2002,22.9,228
Stockholm,17,2002,22.3,229
Stockholm,18,2002,21.3,230
Stockholm,19,2002,20.4,231
Stockholm,20,2002,22.2,232
Stockholm,21,2002,21.7,233
Stockholm,22,2002,22.7,234
Stockholm,23,2002,22.7,235
Stockholm,24,2002,22.2,236
Stockholm,25,2002,21.4,237
Stockholm,26,2002,21.3,238
Stockholm,27,2002,20.9,239
Stockholm,28,2002,20.3,240
Stockholm,29,2002,21.0,241
Stockholm,30,2002,20.3,242
Stockholm,31,2002,21.3,243
Stockholm,1,2002,18.1,244
Stockholm,2,2002,17.9,245
Stockholm,3,2002,19.0,246
Stockholm,4,2002,19.9,247
Stockholm,5,2002,21.1,248
Stockholm,6,2002,17.9,249
Stockholm,7,2002,19.8,250
Stockholm,8,2002,20.8,251
Stockholm,9,2002,20.4,252
Stockholm,10,2002,16.6,253
Stockholm,11,2002,16.5,254
Stockholm,12,2002,17.2,255
Stockholm,13,2002,17.9,256
Stockholm,14,2002,13.3,257
Stockholm,15,2002,9.9,258
Stockholm,16,2002,11.6,259
Stockholm,17,2002,13.3,260
Stockholm,18,2002,11.3,261
Stockholm,19,2002,10.7,262
Stockholm,20,2002,8.9,263
Stockholm,21,2002,8.0,264
Stockholm,22,2002,8.1,265
Stockholm,23,2002,6.7,266
Stockholm,24,2002,11.1,267
Stockholm,25,2002,8.2,268
Stockholm,26,2002,5.9,269
Stockholm,27,2002,6.3,270
Stockholm,28,2002,9.2,271
Stockholm,29,2002,13.3,272
Stockholm,30,2002,13.8,273
Stockholm,1,2002,8.3,274
Stockholm,2,2002,6.9,275
Stockholm,3,2002,7.4,276
Stockholm,4,2002,7.9,277
Stockholm,5,2002,5.7,278
Stockholm,6,2002,4.0,279
Stockholm,7,2002,3.8,280
Stockholm,8,2002,4.7,281
Stockholm,9,2002,4.1,282
Stockholm,10,2002,2.4,283
Stockholm,11,2002,3.1,284
Stockholm,12,2002,3.4,285
Stockholm,13,2002,4.5,286
Stockholm,14,2002,4.0,287
Stockholm,15,2002,3.9,288
Stockholm,16,2002,2.7,289
Stockholm,17,2002,2.4,290
Stockholm,18,2002,0.1,291
Stockholm,19,2002,-1.9,292
Stockholm,20,2002,-0.2,293
Stockholm,21,2002,1.1,294
Stockholm,22,2002,3.2,295
Stockholm,23,2002,4.7,296
Stockholm,24,2002,6.3,297
Stockholm,25,2002,6.8,298
Stockholm,26,2002,6.1,299
Stockholm,27,2002,5.9,300
Stockholm,28,2002,3.4,301
Stockholm,29,2002,1.9,302
Stockholm,30,2002,2.2,303
Stockholm,31,2002,1.8,304
Stockholm,1,2002,1.6,305
Stockholm,2,2002,0.6,306
Stockholm,3,2002,-2.3,307
Stockholm,4,2002,-0.9,308
Stockholm,5,2002,-2.1,309
Stockholm,6,2002,3.0,310
Stockholm,7,2002,2.2,311
Stockholm,8,2002,1.7,312
Stockholm,9,2002,1.4,313
Stockholm,10,2002,-1.6,314
Stockholm,11,2002,-5.4,315
Stockholm,12,2002,-6.6,316
Stockholm,13,2002,0.7,317
